drug_row_idx,drug_col_idx,cell_line_idx,ri_row,ri_col,synergy_loewe,syn_fold,sen_fold_1,sen_fold_2
6,17,4,-1.088,6.009,-0.371497883,3,0,2
6,18,4,-1.088,13.56,17.45768081,3,0,2
6,19,4,-1.088,25.4,56.14483561,2,0,2
6,20,4,-1.088,36.079,9.093805922,4,0,2
6,25,4,-1.088,-0.297,-2.568152457,0,0,3
6,28,4,-1.088,27.146,5.667228164,1,0,3
6,29,4,-1.088,1.693,9.508866098,2,0,3
6,30,4,-1.088,-7.263,-5.333431839,3,0,3
6,34,4,-1.088,19.56,21.49808747,3,0,4
7,1,4,12.435,-1.661,38.97848322,0,1,0
7,3,4,12.435,45.828,59.40809968,4,1,0
7,9,4,12.435,33.675,47.24556346,2,1,1
7,35,4,12.435,37.06,44.96408811,4,1,4
7,19,4,12.435,25.4,51.97721788,4,1,2
7,20,4,12.435,36.079,55.50004581,1,1,2
7,117,4,12.435,40.374,2.372455064,1,1,4
7,27,4,12.435,13.484,20.11290907,4,1,3
7,28,4,12.435,27.146,23.45173641,3,1,3
7,31,4,12.435,53.436,-0.799896301,1,1,4
8,1,4,-6.858,-1.661,-14.52808903,2,1,0
8,2,4,-6.858,18.683,-17.13167367,4,1,0
8,3,4,-6.858,45.828,4.521007378,2,1,0
8,4,4,-6.858,33.855,-20.88341058,3,1,0
8,7,4,-6.858,12.435,-5.28929159,4,1,1
8,9,4,-6.858,33.675,-7.047880755,3,1,1
8,11,4,-6.858,15.771,-27.89324657,4,1,1
8,35,4,-6.858,37.06,-10.47490608,1,1,4
8,116,4,-6.858,21.037,-15.00884406,3,1,4
8,14,4,-6.858,50.843,-43.35886805,4,1,1
8,15,4,-6.858,59.494,-54.79297143,4,1,2
8,17,4,-6.858,6.009,-15.8620175,2,1,2
8,18,4,-6.858,13.56,-11.38227987,0,1,2
8,19,4,-6.858,25.4,24.95096542,1,1,2
8,20,4,-6.858,36.079,-5.78998411,4,1,2
8,25,4,-6.858,-0.297,-19.04993111,4,1,3
8,28,4,-6.858,27.146,0.378010869,4,1,3
8,29,4,-6.858,1.693,1.048889522,4,1,3
8,30,4,-6.858,-7.263,-27.17988297,0,1,3
8,34,4,-6.858,19.56,-7.05842228,3,1,4
9,20,4,33.675,36.079,-0.959976307,1,1,2
10,1,4,52.072,-1.661,14.44242485,2,1,0
10,2,4,52.072,18.683,7.643341807,3,1,0
10,3,4,52.072,45.828,6.284354491,4,1,0
10,4,4,52.072,33.855,-20.72880449,4,1,0
10,7,4,52.072,12.435,24.07845699,4,1,1
10,9,4,52.072,33.675,2.114723722,0,1,1
10,11,4,52.072,15.771,-19.25622462,1,1,1
10,35,4,52.072,37.06,-11.36983635,0,1,4
10,116,4,52.072,21.037,-20.82073043,0,1,4
10,14,4,52.072,50.843,5.554164469,0,1,1
10,15,4,52.072,59.494,-4.988732034,1,1,2
10,17,4,52.072,6.009,-5.817022475,3,1,2
10,18,4,52.072,13.56,-12.48880733,3,1,2
10,19,4,52.072,25.4,18.67852418,3,1,2
10,20,4,52.072,36.079,10.24963571,4,1,2
10,25,4,52.072,-0.297,9.919098695,1,1,3
10,28,4,52.072,27.146,-23.57420414,1,1,3
10,29,4,52.072,1.693,-15.78295255,4,1,3
10,30,4,52.072,-7.263,13.47416785,2,1,3
10,34,4,52.072,19.56,8.78841898,0,1,4
11,1,4,15.808,-1.661,3.366033097,4,1,0
11,3,4,15.808,45.828,36.28988368,0,1,0
11,4,4,15.808,33.855,-1.662792904,0,1,0
11,7,4,15.808,12.435,52.37427854,3,1,1
11,9,4,15.808,33.675,1.353411062,0,1,1
11,35,4,15.808,37.06,0.290804032,4,1,4
11,19,4,15.808,25.4,65.95898663,4,1,2
11,20,4,15.808,36.079,12.21640554,2,1,2
11,117,4,15.808,40.374,-28.17197926,1,1,4
11,25,4,15.808,-0.297,9.489376934,2,1,3
11,27,4,15.808,13.484,28.88500204,2,1,3
11,28,4,15.808,27.146,-7.758444182,1,1,3
11,31,4,15.808,53.436,21.93706304,3,1,4
12,1,4,25.6,-1.661,14.67179508,3,1,0
12,2,4,25.6,18.683,9.771696239,3,1,0
12,3,4,25.6,45.828,-11.25730054,2,1,0
12,4,4,25.6,33.855,-11.48207983,1,1,0
12,7,4,25.6,12.435,17.06469,4,1,1
12,9,4,25.6,33.675,-12.62013225,1,1,1
12,11,4,25.6,15.771,0.470506131,2,1,1
12,35,4,25.6,37.06,-2.717547863,0,1,4
12,14,4,25.6,50.843,-1.478747416,4,1,1
12,15,4,25.6,59.494,-3.239942215,2,1,2
12,17,4,25.6,6.009,22.75225333,2,1,2
12,18,4,25.6,13.56,13.36456421,4,1,2
12,19,4,25.6,25.4,44.70688728,0,1,2
12,20,4,25.6,36.079,32.10499213,2,1,2
12,25,4,25.6,-0.297,20.84920257,4,1,3
12,28,4,25.6,27.146,-16.26841635,1,1,3
12,29,4,25.6,1.693,-4.959966805,3,1,3
12,30,4,25.6,-7.263,-1.617519125,1,1,3
12,34,4,25.6,19.56,11.30545867,2,1,4
35,3,4,37.06,45.828,-0.044183027,2,4,0
35,9,4,37.06,33.675,4.87112139,2,4,1
35,20,4,37.06,36.079,-3.435336394,4,4,2
35,117,4,37.06,40.374,-19.21107942,2,4,4
35,27,4,37.06,13.484,11.28012993,1,4,3
35,28,4,37.06,27.146,-4.707884807,2,4,3
35,31,4,37.06,53.436,-16.56625305,3,4,4
13,1,4,18.985,-1.661,8.888183348,0,1,0
13,2,4,15.723,18.683,5.623704668,3,1,0
13,3,4,18.985,45.828,4.944742246,0,1,0
13,4,4,18.985,33.855,-9.793079469,4,1,0
13,7,4,18.985,12.435,21.66829812,2,1,1
13,9,4,18.985,33.675,-6.415036014,3,1,1
13,11,4,18.985,15.771,5.723256409,1,1,1
13,35,4,18.985,37.06,-8.605658225,0,1,4
13,14,4,18.985,50.843,-0.471187462,0,1,1
13,15,4,18.985,59.494,-5.448376128,1,1,2
13,17,4,18.985,6.009,13.47209638,3,1,2
13,18,4,18.985,13.56,-1.477160204,4,1,2
13,19,4,18.985,25.4,18.42053671,2,1,2
13,20,4,15.723,36.079,32.44346348,2,1,2
13,25,4,18.985,-0.297,21.28317623,1,1,3
13,28,4,18.985,27.146,-10.15039475,1,1,3
13,29,4,18.985,1.693,3.91942755,2,1,3
13,30,4,18.985,-7.263,9.131774447,2,1,3
116,1,4,21.037,-1.661,4.143768348,1,4,0
116,2,4,19.6085,18.683,5.480945691,4,4,0
116,3,4,21.037,45.828,28.50580715,0,4,0
116,4,4,21.037,33.855,-4.390514853,2,4,0
116,7,4,21.037,12.435,46.22507277,3,4,1
116,9,4,21.037,33.675,2.315031451,3,4,1
116,11,4,21.037,15.771,21.37026716,0,4,1
116,12,4,21.037,25.598,-4.461218945,2,4,1
116,35,4,21.037,37.06,13.18216499,0,4,4
116,13,4,21.037,18.978,-10.04381047,4,4,1
116,14,4,21.037,50.843,9.978296211,3,4,1
116,15,4,21.037,59.494,7.057927391,0,4,2
116,17,4,21.037,6.009,12.4912251,3,4,2
116,18,4,21.037,13.56,-8.015258611,0,4,2
116,19,4,19.6085,25.4,45.26333918,3,4,2
116,20,4,21.037,36.079,7.969866269,2,4,2
116,117,4,21.037,40.374,-9.476911953,2,4,4
116,25,4,21.037,-0.297,13.4965113,1,4,3
116,27,4,21.037,13.484,6.750014217,2,4,3
116,28,4,21.037,27.146,-1.108926504,4,4,3
116,29,4,21.037,1.693,3.150903286,2,4,3
116,30,4,21.037,-7.263,-20.43473038,0,4,3
116,31,4,21.037,53.436,9.487418568,0,4,4
116,33,4,21.037,31.599,-18.4874913,3,4,4
116,34,4,21.037,19.56,11.03267919,1,4,4
14,1,4,50.842,-1.661,14.13731192,2,1,0
14,3,4,50.842,45.828,44.11404873,4,1,0
14,4,4,50.842,33.855,-5.287744629,0,1,0
14,7,4,50.842,12.435,66.62546631,1,1,1
14,9,4,50.842,33.675,16.79821124,3,1,1
14,11,4,50.842,15.771,22.38038527,3,1,1
14,35,4,50.842,37.06,-14.11140121,3,1,4
14,15,4,50.842,59.494,29.05491203,2,1,2
14,17,4,50.842,6.009,19.69971808,3,1,2
14,18,4,50.842,13.56,9.320467674,4,1,2
14,19,4,50.842,25.4,52.34047368,2,1,2
14,20,4,50.842,36.079,25.35592598,0,1,2
14,117,4,50.842,40.374,-6.261719342,0,1,4
14,25,4,50.842,-0.297,25.51205421,1,1,3
14,27,4,50.842,13.484,22.56051276,3,1,3
14,28,4,50.842,27.146,3.840265372,3,1,3
14,31,4,50.842,53.436,6.873562048,1,1,4
22,1,4,0.976,-1.661,5.065806901,2,2,0
22,2,4,0.976,18.683,-9.763160514,1,2,0
22,3,4,0.976,45.828,25.58002959,3,2,0
22,4,4,0.976,33.855,-6.762729163,4,2,0
22,7,4,0.976,12.435,29.38650064,0,2,1
22,9,4,0.976,33.675,6.09608142,4,2,1
22,11,4,0.976,15.771,3.273064568,0,2,1
22,35,4,0.976,37.06,-6.718756537,3,2,4
22,116,4,0.976,21.037,10.66733469,0,2,4
22,14,4,0.976,50.843,3.273731011,3,2,1
22,15,4,0.976,59.494,-6.072997805,4,2,2
22,17,4,0.976,6.009,4.540968253,2,2,2
22,18,4,0.976,13.56,-2.737297126,2,2,2
22,19,4,0.976,25.4,46.25636535,0,2,2
22,20,4,0.976,36.079,9.530880444,0,2,2
22,25,4,0.976,-0.297,-15.3472795,1,2,3
22,28,4,0.976,27.146,7.089829985,3,2,3
22,29,4,0.976,1.693,13.59883962,1,2,3
22,30,4,0.976,-7.263,-30.51532048,3,2,3
22,34,4,0.976,19.56,6.520262996,4,2,4
23,1,4,14.166,-1.661,12.99067126,3,3,0
23,2,4,14.166,18.683,-7.479607159,0,3,0
23,3,4,14.166,45.828,9.464034613,0,3,0
23,4,4,14.166,33.855,-2.606167842,2,3,0
23,7,4,14.166,12.435,10.59022821,4,3,1
23,9,4,14.166,33.675,-2.835743195,0,3,1
23,11,4,14.166,15.771,1.474540417,2,3,1
23,35,4,14.166,37.06,-0.71530023,0,3,4
23,116,4,14.166,21.037,-5.735811723,2,3,4
23,14,4,14.166,50.843,-5.494639741,0,3,1
23,15,4,14.166,59.494,-9.260611005,1,3,2
23,17,4,14.166,6.009,7.894259277,0,3,2
23,18,4,14.166,13.56,-8.815878598,0,3,2
23,19,4,14.166,25.4,14.81466031,0,3,2
23,20,4,14.166,36.079,7.854112332,1,3,2
23,25,4,14.166,-0.297,19.24377644,4,3,3
23,28,4,14.166,27.146,-9.628890252,3,3,3
23,29,4,14.166,1.693,2.763981816,0,3,3
23,30,4,14.166,-7.263,-9.552468481,3,3,3
23,34,4,14.166,19.56,-2.936337298,0,3,4
24,1,4,45.487,-1.661,12.70687104,4,3,0
24,2,4,45.487,18.683,6.426164479,3,3,0
24,3,4,45.487,45.828,9.656250153,1,3,0
24,4,4,45.487,33.855,-20.75378789,0,3,0
24,7,4,45.487,12.435,14.31447944,0,3,1
24,9,4,45.487,33.675,4.158227352,0,3,1
24,11,4,45.487,15.771,-75.43920371,3,3,1
24,35,4,45.487,37.06,-26.95221373,2,3,4
24,116,4,45.487,21.037,-45.99436575,0,3,4
24,14,4,45.487,50.843,7.360881392,3,3,1
24,15,4,45.487,59.494,-3.472997526,4,3,2
24,17,4,45.487,6.009,8.684702777,2,3,2
24,18,4,45.487,13.56,-22.43464849,4,3,2
24,19,4,45.487,25.4,16.83295229,4,3,2
24,20,4,45.476,36.079,9.777049049,1,3,2
24,25,4,45.487,-0.297,13.08421427,2,3,3
24,28,4,45.487,27.146,-67.21959811,0,3,3
24,29,4,45.487,1.693,1.306130065,0,3,3
24,30,4,45.487,-7.263,8.156563142,3,3,3
24,34,4,45.487,19.56,3.286037194,3,3,4
15,1,4,59.493,-1.661,-6.531026478,4,2,0
15,3,4,59.493,45.828,20.28523561,2,2,0
15,4,4,59.493,33.855,-25.80877958,4,2,0
15,7,4,59.493,12.435,11.2205055,4,2,1
15,9,4,59.493,33.675,-9.487770168,4,2,1
15,11,4,59.493,15.771,10.65187046,1,2,1
15,35,4,59.493,37.06,-39.28309317,3,2,4
15,19,4,59.493,25.4,28.40488637,2,2,2
15,20,4,59.493,36.079,5.218175535,4,2,2
15,117,4,59.493,40.374,-32.9817609,4,2,4
15,25,4,59.493,-0.297,-5.184323041,4,2,3
15,27,4,59.493,13.484,-0.287441677,1,2,3
15,28,4,59.493,27.146,-9.054622087,4,2,3
15,31,4,59.493,53.436,-4.25075032,0,2,4
16,0,4,6.286,19.094,-7.718890468,4,2,0
16,1,4,6.286,-1.661,-3.494799639,4,2,0
16,2,4,6.286,18.683,6.360904788,3,2,0
16,3,4,6.286,45.828,27.90001865,3,2,0
16,4,4,6.286,33.855,-8.64041118,1,2,0
16,5,4,6.286,16.493,8.524181853,2,2,0
16,6,4,6.286,-1.088,3.382331845,0,2,0
16,7,4,6.286,12.435,50.19569201,3,2,1
16,8,4,6.286,-6.858,-22.67480653,2,2,1
16,9,4,6.286,33.675,13.58881855,1,2,1
16,10,4,6.286,52.073,22.68215768,0,2,1
16,11,4,6.286,15.771,5.907554241,2,2,1
16,12,4,6.286,25.598,7.902333481,3,2,1
16,35,4,6.286,37.06,10.35138053,1,2,4
16,13,4,6.286,18.978,8.568908608,4,2,1
16,116,4,6.286,21.037,12.7753582,0,2,4
16,14,4,6.286,50.843,19.21276237,3,2,1
16,22,4,6.286,0.976,-18.21712256,1,2,2
16,23,4,6.286,14.157,3.812001097,3,2,3
16,24,4,6.286,45.487,2.096572062,3,2,3
16,15,4,6.286,59.494,6.789193117,3,2,2
16,17,4,6.286,6.009,13.74402148,1,2,2
16,18,4,6.286,13.56,5.91645384,1,2,2
16,19,4,6.286,25.4,31.27795024,3,2,2
16,20,4,6.286,36.079,12.62691166,4,2,2
16,21,4,6.286,7.536,8.931768074,2,2,2
16,117,4,6.286,40.374,2.28133874,2,2,4
16,26,4,6.286,38.611,16.42751439,3,2,3
16,25,4,6.286,-0.297,-1.43152494,0,2,3
16,27,4,6.286,13.484,-8.409555926,1,2,3
16,28,4,6.286,27.146,2.608623506,0,2,3
16,29,4,6.286,1.693,-4.757422885,4,2,3
16,30,4,6.286,-7.263,-29.40136524,0,2,3
16,31,4,6.286,53.436,5.466871414,3,2,4
16,32,4,6.286,19.812,6.968446045,1,2,4
16,33,4,6.286,31.599,-13.2703892,4,2,4
16,34,4,6.286,19.56,34.2437533,1,2,4
17,1,4,5.893,-1.661,-10.42305878,4,2,0
17,3,4,5.893,45.828,9.308678787,0,2,0
17,4,4,5.893,33.855,2.910124002,1,2,0
17,7,4,5.893,12.435,33.78313972,2,2,1
17,9,4,5.893,33.675,-13.26642816,0,2,1
17,11,4,5.893,15.771,9.450576788,4,2,1
17,35,4,5.893,37.06,3.247047125,3,2,4
17,15,4,5.893,59.494,10.12474232,1,2,2
17,19,4,5.893,25.4,57.06478373,2,2,2
17,20,4,5.893,36.079,-4.385680689,1,2,2
17,117,4,5.893,40.374,-0.953767123,0,2,4
17,25,4,5.893,-0.297,3.545276678,3,2,3
17,27,4,5.893,13.484,23.98099537,2,2,3
17,28,4,5.893,27.146,3.613832441,3,2,3
17,31,4,5.893,53.436,32.71577214,4,2,4
18,1,4,13.579,-1.661,24.50429351,1,2,0
18,3,4,13.579,45.828,19.16193969,1,2,0
18,4,4,13.579,33.855,-15.12835407,2,2,0
18,7,4,13.579,12.435,33.39502363,1,2,1
18,9,4,13.579,33.675,-0.41277856,3,2,1
18,11,4,13.579,15.771,-2.392588424,1,2,1
18,35,4,13.579,37.06,4.191313731,1,2,4
18,15,4,13.579,59.494,-4.826766817,3,2,2
18,17,4,13.579,6.009,12.51543076,3,2,2
18,19,4,13.579,25.4,25.98349317,3,2,2
18,20,4,13.579,36.079,16.78026241,0,2,2
18,117,4,13.579,40.374,-13.54650855,3,2,4
18,25,4,13.579,-0.297,6.448919475,2,2,3
18,27,4,13.579,13.484,-34.45197815,1,2,3
18,28,4,13.579,27.146,-7.079907518,1,2,3
18,31,4,13.579,53.436,5.837897758,3,2,4
19,3,4,25.4,45.828,88.17896877,3,2,0
19,9,4,25.4,33.675,21.94667618,3,2,1
19,35,4,25.4,37.06,37.52360622,4,2,4
19,20,4,25.4,36.079,30.0619252,2,2,2
19,117,4,25.4,40.374,1.540565379,1,2,4
19,27,4,25.4,13.484,37.90775382,3,2,3
19,28,4,25.4,27.146,14.53200264,4,2,3
19,31,4,25.4,53.436,16.15333073,2,2,4
21,0,4,7.548,19.094,-8.735215925,0,2,0
21,1,4,7.548,-1.661,14.3923218,0,2,0
21,2,4,7.548,18.683,-11.40533553,4,2,0
21,3,4,7.548,45.828,8.522269615,2,2,0
21,4,4,7.548,33.855,-5.772176441,0,2,0
21,5,4,7.548,16.493,-15.27384368,2,2,0
21,6,4,7.548,-1.088,5.02387065,4,2,0
21,7,4,7.548,12.435,36.85213245,4,2,1
21,8,4,7.548,-6.858,2.036343366,1,2,1
21,9,4,7.548,33.675,-12.6009958,4,2,1
21,10,4,7.548,52.073,-14.94523307,0,2,1
21,11,4,7.548,15.771,3.290805207,3,2,1
21,12,4,7.548,25.598,-2.289429854,1,2,1
21,35,4,7.548,37.06,9.365622488,3,2,4
21,13,4,7.548,18.978,9.01090282,4,2,1
21,116,4,7.548,21.037,-1.206078007,3,2,4
21,14,4,7.5435,50.843,3.232924088,1,2,1
21,22,4,7.548,0.976,8.212683947,4,2,2
21,23,4,7.548,14.157,-2.184990655,2,2,3
21,24,4,7.548,45.487,-5.982131585,1,2,3
21,15,4,7.548,59.494,-3.142078871,3,2,2
21,17,4,7.548,6.009,3.189160381,0,2,2
21,18,4,7.548,13.56,-15.89077651,4,2,2
21,19,4,7.548,25.4,20.64180044,1,2,2
21,20,4,7.548,36.079,6.84393387,1,2,2
21,117,4,7.548,40.374,-37.00959264,0,2,4
21,26,4,7.548,38.611,0.158588292,3,2,3
21,25,4,7.548,-0.297,12.01005974,0,2,3
21,27,4,7.548,13.484,11.60795742,2,2,3
21,28,4,7.548,27.146,4.275508867,1,2,3
21,29,4,7.5435,1.693,8.091180192,0,2,3
21,30,4,7.548,-7.263,-26.00954257,0,2,3
21,31,4,7.548,53.436,18.60282211,2,2,4
21,32,4,7.5435,23.3965,6.146133882,1,2,4
21,33,4,7.548,31.599,-17.35601816,2,2,4
21,34,4,7.548,19.56,0.003893257,0,2,4
117,9,4,40.373,33.675,-13.41711199,3,4,1
117,20,4,40.373,36.079,6.517719401,4,4,2
117,28,4,40.373,27.146,-20.07339267,4,4,3
26,1,4,38.61,-1.661,-22.91889904,0,3,0
26,2,4,38.61,18.683,9.899582441,4,3,0
26,3,4,38.61,45.828,-30.76038345,3,3,0
26,4,4,38.61,33.855,-68.68915244,4,3,0
26,7,4,38.61,12.435,15.51012601,0,3,1
26,9,4,38.61,33.675,2.341739023,4,3,1
26,11,4,38.61,15.771,-6.656996355,4,3,1
26,35,4,38.61,37.06,-83.06638019,2,3,4
26,116,4,38.61,21.037,-40.67026668,0,3,4
26,14,4,38.61,50.843,9.367057911,1,3,1
26,15,4,38.61,59.494,4.797910591,2,3,2
26,17,4,38.61,6.009,-20.74950607,2,3,2
26,18,4,38.61,13.56,14.04825129,1,3,2
26,19,4,38.61,25.4,32.27519739,4,3,2
26,20,4,38.61,36.079,-17.67396626,0,3,2
26,25,4,38.61,-0.297,-21.75061851,4,3,3
26,28,4,38.61,27.146,-15.62452069,4,3,3
26,29,4,38.61,1.693,-17.87437502,0,3,3
26,30,4,38.61,-7.263,-25.89946021,3,3,3
26,34,4,38.61,19.56,-0.013790492,3,3,4
25,1,4,-0.242,-1.661,2.424194347,2,3,0
25,3,4,-0.242,45.828,37.85332433,2,3,0
25,4,4,-0.242,33.855,6.227954371,4,3,0
25,7,4,-0.242,12.435,32.14932731,3,3,1
25,9,4,-0.242,33.675,10.83642658,0,3,1
25,35,4,-0.242,37.06,4.767824376,2,3,4
25,19,4,-0.242,25.4,67.83657605,1,3,2
25,20,4,-0.242,36.079,16.30191927,2,3,2
25,117,4,-0.242,40.374,4.732357511,0,3,4
25,27,4,-0.242,13.484,10.20947833,2,3,3
25,28,4,-0.242,27.146,14.6828911,0,3,3
25,31,4,-0.242,53.436,-2.346933343,2,3,4
27,9,4,13.489,33.675,-11.74812241,0,3,1
27,20,4,13.489,36.079,12.02303617,0,3,2
27,28,4,13.489,27.146,2.797102669,2,3,3
28,9,4,27.146,33.675,-8.386775185,1,3,1
28,20,4,27.146,36.079,-6.215264784,4,3,2
29,1,4,1.69,-1.661,14.73063347,4,3,0
29,2,4,1.69,18.683,-7.796097762,2,3,0
29,3,4,1.69,45.828,11.7213516,1,3,0
29,4,4,1.69,33.855,-1.282864576,4,3,0
29,7,4,1.69,12.435,12.19867187,1,3,1
29,9,4,1.69,33.675,9.928608897,0,3,1
29,11,4,1.69,15.771,9.752253476,2,3,1
29,35,4,1.69,37.06,4.704105909,3,3,4
29,14,4,1.69,50.843,22.74417986,3,3,1
29,15,4,1.69,59.494,1.591495644,2,3,2
29,17,4,1.69,6.009,0.959145286,1,3,2
29,18,4,1.69,13.56,-6.148960343,0,3,2
29,19,4,1.69,25.4,21.23463177,4,3,2
29,20,4,1.69,36.079,0.829513619,2,3,2
29,117,4,1.69,40.374,-9.780901583,3,3,4
29,25,4,1.69,-0.297,17.23864216,4,3,3
29,27,4,1.69,13.484,13.86401441,1,3,3
29,28,4,1.69,27.146,-3.574109469,3,3,3
29,30,4,1.69,-7.263,-5.509028117,2,3,3
29,31,4,1.69,53.436,2.19470209,2,3,4
30,1,4,-7.263,-1.661,7.757550458,4,3,0
30,2,4,-7.263,18.683,-29.46794243,4,3,0
30,3,4,-7.263,45.828,13.04485924,4,3,0
30,4,4,-7.263,33.855,-30.19302841,1,3,0
30,7,4,-7.263,12.435,1.742197044,0,3,1
30,9,4,-7.263,33.675,-3.36103913,0,3,1
30,11,4,-7.263,15.771,-18.33340599,4,3,1
30,35,4,-7.263,37.06,-14.36055011,0,3,4
30,14,4,-7.263,50.843,-2.354513833,4,3,1
30,15,4,-7.263,59.494,-17.15157624,1,3,2
30,17,4,-7.263,6.01,113.5116276,3,3,2
30,18,4,-7.263,13.56,-17.15345812,1,3,2
30,19,4,-7.263,25.4,59.33113286,3,3,2
30,20,4,-7.263,36.079,9.33165503,0,3,2
30,117,4,-7.263,40.374,-10.27981043,2,3,4
30,25,4,-7.263,-0.297,-45.77880245,3,3,3
30,27,4,-7.263,13.484,-36.39302292,0,3,3
30,28,4,-7.263,27.146,-4.214872973,3,3,3
30,31,4,-7.263,53.436,1.398051992,2,3,4
31,3,4,53.436,45.828,2.726891003,1,4,0
